#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	cleek_path
#open	2024-11-11-03-16-43
#fields	resp_ip_bytes	resp_pkts	orig_ip_bytes	orig_pkts	history	missed_bytes	local_resp	local_orig	conn_state	resp_bytes	orig_bytes	duration	proto	id.resp_p	id.resp_h	id.orig_p	id.orig_h	uid	ts
#types	not implemented	not implemented	not implemented	not implemented	not implemented	not implemented	not implemented	not implemented	not implemented	not implemented	not implemented	not implemented	not implemented	not implemented	not implemented	not implemented	not implemented	not implemented	not implemented
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	7.958412170410156e-4	tcp	6669	71.127.52.28	56816	187.58.106.169	CkVYL62L0JR1XvNNT5	1.623187691095184e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	4.2891502380371094e-4	tcp	6669	192.168.1.145	56816	187.58.106.169	CBuqsfO3Dg1CTcJMi	1.623187691095405e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	9.26971435546875e-4	tcp	6669	71.127.52.28	63137	108.24.153.120	CWMRtheJjdHHMoS2b	1.623187691263272e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	5.688667297363281e-4	tcp	6669	192.168.1.145	63137	108.24.153.120	CkRAdB1gF4fWadfAKh	1.623187691263477e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	7.998943328857422e-4	tcp	6669	71.127.52.28	63137	108.24.153.120	CeJLJd2PKyXMSdEyek	1.623187691792711e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	4.4798851013183594e-4	tcp	6669	192.168.1.145	63137	108.24.153.120	CQZC4518IMvuMsikW1	1.623187691792904e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	0.0010149478912353516	tcp	6669	71.127.52.28	56816	187.58.106.169	CBDyyw2PKtxsArN2Fa	1.623187691730019e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	6.489753723144531e-4	tcp	6669	192.168.1.145	56816	187.58.106.169	CFSvUq4PTe9S2vfuje	1.623187691730226e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	0.0011830329895019531	tcp	6669	71.127.52.28	63137	108.24.153.120	CkWX4e2CAa0VlVbLK2	1.623187692332562e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	8.151531219482422e-4	tcp	6669	192.168.1.145	63137	108.24.153.120	CwlSxR3IDisIwA38Rd	1.623187692332774e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	6.899833679199219e-4	tcp	6669	71.127.52.28	49560	78.80.24.125	CzaFqx3f6UzP56OFo2	1.62318769512292e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	3.409385681152344e-4	tcp	6669	192.168.1.145	49560	78.80.24.125	Cmsx6A2c1DKVZcweL	1.623187695123126e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	9.160041809082031e-4	tcp	6669	71.127.52.28	61054	72.131.29.45	CoJCIG2VLBhQ6q9Kq7	1.62318769674646e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	5.738735198974609e-4	tcp	6669	192.168.1.145	61054	72.131.29.45	CEPUM81iwrjxnoVa6d	1.623187696746669e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	5.819797515869141e-4	tcp	6669	192.168.1.145	56816	187.58.106.169	CgKGei3lmkT34tNa4h	1.623187692371455e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	9.250640869140625e-4	tcp	6669	71.127.52.28	56816	187.58.106.169	C7DQF4NrAqRY3eHMc	1.623187692371265e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	0.0010499954223632813	tcp	6669	71.127.52.28	61054	72.131.29.45	CEDO7LKXRc8nYTkC5	1.623187697290295e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	6.990432739257813e-4	tcp	6669	192.168.1.145	61054	72.131.29.45	CR5JgiJHjzMwEZ7Sa	1.623187697290493e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	5.059242248535156e-4	tcp	6669	192.168.1.145	63137	108.24.153.120	C1qibS11wyeYtLpWK7	1.623187692865895e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	9.49859619140625e-4	tcp	6669	71.127.52.28	63137	108.24.153.120	CsywJs2SCQssCe2tWi	1.623187692865617e9
247	4	220	4	^aAdfF	0	NIL	T	SF	40	0	0.905318021774292	tcp	443	18.214.242.166	54080	192.168.1.77	CyMAwq2HDma2UH3xa	1.623187692108099e9
247	4	220	4	^aAdfF	0	NIL	NIL	SF	40	0	0.9055948257446289	tcp	443	18.214.242.166	54080	71.127.52.28	Cjk54I1xItNTH1kFbi	1.623187692107958e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	4.1794776916503906e-4	tcp	6669	192.168.1.145	49559	78.80.24.125	Cn8WYWCOZFSfK6PXj	1.623187693161986e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	7.479190826416016e-4	tcp	6669	71.127.52.28	49559	78.80.24.125	CGKof64nIIkzaHllRj	1.623187693161801e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	9.648799896240234e-4	tcp	6669	71.127.52.28	61054	72.131.29.45	Chjlxu3T3Z5JXa7Vb	1.623187697837383e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	5.910396575927734e-4	tcp	6669	192.168.1.145	61054	72.131.29.45	C6KJUw4IkClFxzlwH8	1.623187697837612e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	8.299350738525391e-4	tcp	6669	192.168.1.145	49626	78.80.24.125	CGAnaQ23fUDyoCADW5	1.623187693811037e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	0.0011909008026123047	tcp	6669	71.127.52.28	49626	78.80.24.125	CCm3734htbBC72gzU5	1.62318769381083e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	9.319782257080078e-4	tcp	6669	71.127.52.28	57998	69.255.55.39	C1DdPX38CzwimVb5r2	1.623187698393802e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	6.248950958251953e-4	tcp	6669	192.168.1.145	57998	69.255.55.39	CHP1CH2HuwQohBZbd1	1.623187698393973e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	0.0010619163513183594	tcp	6669	71.127.52.28	61054	72.131.29.45	CGbH3P1MlpM3Iygkp4	1.62318769837993e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	6.570816040039063e-4	tcp	6669	192.168.1.145	61054	72.131.29.45	CUG3MB1Wvw2K8cFi78	1.623187698380182e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	9.82046127319336e-4	tcp	6669	71.127.52.28	57998	69.255.55.39	CIdTp72Pz89l6rkhia	1.623187698918489e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	6.449222564697266e-4	tcp	6669	192.168.1.145	57998	69.255.55.39	ClR08bgjTv7stkjJe	1.623187698918688e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	4.7898292541503906e-4	tcp	6669	192.168.1.145	49616	78.80.24.125	C760BN2gmNb9nDDRm5	1.623187694469151e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	8.611679077148438e-4	tcp	6669	71.127.52.28	49616	78.80.24.125	CJ1h7xCo3dpEeRM9k	1.623187694468916e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	9.348392486572266e-4	tcp	6669	71.127.52.28	57998	69.255.55.39	CcTtvA2J9PHu9uDyu3	1.623187699441528e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	5.559921264648438e-4	tcp	6669	192.168.1.145	57998	69.255.55.39	CueV4U3ELUtT2fHHy5	1.623187699441747e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	7.650852203369141e-4	tcp	6669	71.127.52.28	57998	69.255.55.39	CmPYl5i65VIgK4nz5	1.62318769996379e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	4.2891502380371094e-4	tcp	6669	192.168.1.145	57998	69.255.55.39	CNn0go2xsbjT1xHsV3	1.623187699963977e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	6.120204925537109e-4	tcp	6669	192.168.1.145	49560	78.80.24.125	CVtcwF1YJ0w2CikPu6	1.623187695765105e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	0.0010030269622802734	tcp	6669	71.127.52.28	49560	78.80.24.125	CAwj4k1ZBEdpOSFJ7l	1.623187695764876e9
52	1	52	1	^fA	0	NIL	NIL	SHR	0	0	0.18602895736694336	tcp	80	172.217.13.227	49304	71.127.52.28	CdNodKl9yPfgPLQV	1.623187696228434e9
52	1	52	1	^fA	0	NIL	T	SHR	0	0	0.18571209907531738	tcp	80	172.217.13.227	49304	192.168.1.56	Colw8OhuEa9dEir3l	1.623187696228612e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	0.0011260509490966797	tcp	6669	71.127.52.28	58710	195.246.120.68	COE42i19Ug4G0yP635	1.623187701681143e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	7.581710815429688e-4	tcp	6669	192.168.1.145	58710	195.246.120.68	Cz9g8i3tf9GPHLUy5c	1.623187701681352e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	0.001611948013305664	tcp	6669	71.127.52.28	58710	195.246.120.68	CrmTML3hANQTa4Jr46	1.623187702415098e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	0.0011970996856689453	tcp	6669	192.168.1.145	58710	195.246.120.68	CBiJgJqfAfxm8Pq7a	1.623187702415355e9
136	1	75	1	Dd	0	NIL	T	SF	108	47	0.0034830570220947266	dns	udp	53	8.8.4.4	37086	192.168.1.145	CXiKeUzkSmN19jhk6	1.623187693607462e9
136	1	75	1	Dd	0	NIL	NIL	SF	108	47	0.0029249191284179688	dns	udp	53	8.8.4.4	37086	71.127.52.28	CsmmDsn6gUiebZKob	1.62318769360781e9
136	1	75	1	Dd	0	NIL	T	SF	108	47	0.0028069019317626953	dns	udp	53	8.8.4.4	42781	192.168.1.145	CR8UvX30aVfhCE5R25	1.623187693612199e9
136	1	75	1	Dd	0	NIL	NIL	SF	108	47	0.0024559497833251953	dns	udp	53	8.8.4.4	42781	71.127.52.28	C7eNtD322ZcmoPPjN5	1.623187693612375e9
52	1	104	2	FfA	0	NIL	NIL	SF	0	0	0.0024118423461914063	-	tcp	443	172.217.164.142	54087	71.127.52.28	CMkv2r1m3U7gXDPkna	1.623187698649279e9
52	1	104	2	FfA	0	NIL	NIL	SF	0	0	0.0025098323822021484	-	tcp	443	142.250.73.202	54086	71.127.52.28	CDh0vN3MkJCBY1lyhg	1.623187698649305e9
52	1	104	2	FfA	0	NIL	T	SF	0	0	0.0026857852935791016	-	tcp	443	172.217.164.142	54087	192.168.1.77	CI2CG63i64CUQfZFLb	1.623187698649166e9
52	1	104	2	FfA	0	NIL	T	SF	0	0	0.002774953842163086	-	tcp	443	142.250.73.202	54086	192.168.1.77	CKxpwx23WFRUhKmko7	1.623187698649183e9
52	1	104	2	FfA	0	NIL	NIL	SF	0	0	0.007208108901977539	-	tcp	443	172.217.12.170	54088	71.127.52.28	CixUHf7ooxKCu5Cbg	1.623187698649251e9
52	1	104	2	FfA	0	NIL	T	SF	0	0	0.007481813430786133	-	tcp	443	172.217.12.170	54088	192.168.1.77	C3WpouPL5njKjiy6j	1.623187698649105e9
52	1	104	2	FfA	0	NIL	NIL	SF	0	0	0.007254123687744141	-	tcp	443	172.217.165.142	54089	71.127.52.28	CPPddJ2PqxVMIiZBpe	1.623187698649351e9
52	1	104	2	FfA	0	NIL	T	SF	0	0	0.007606029510498047	-	tcp	443	172.217.165.142	54089	192.168.1.77	CDnesQ2AxAMGx8O7ec	1.623187698649137e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	3.631114959716797e-4	-	tcp	6669	192.168.1.145	61054	72.131.29.45	CAFhTInyiJue57YZe	1.623187698922895e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	6.620883941650391e-4	-	tcp	6669	71.127.52.28	61054	72.131.29.45	CKXznH1tXeaeaDBlPj	1.623187698922735e9
40	1	60	1	Sr	0	T	NIL	REJ	0	0	4.520416259765625e-4	-	tcp	6669	192.168.1.145	56887	198.37.196.218	CaMHsI1n2heAeIL0zf	1.623187700170395e9
40	1	60	1	Sr	0	NIL	NIL	REJ	0	0	7.898807525634766e-4	-	tcp	6669	71.127.52.28	56887	198.37.196.218	CyS4wB3LhMDMZrhK85	1.623187700170227e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	9.648799896240234e-4	-	tcp	6669	192.168.1.145	57998	69.255.55.39	Cfxj4t4MxeVdn2ily1	1.623187700489916e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	0.0013079643249511719	-	tcp	6669	71.127.52.28	57998	69.255.55.39	C7YP8v3Xhg2YHtJ538	1.623187700489729e9
52	1	52	1	^fA	0	T	NIL	SHR	0	0	0.2044990062713623	-	tcp	22	192.168.1.145	45430	119.45.57.14	CHmIUd4lMGFxyi27W9	1.623187701526146e9
52	1	52	1	^fA	0	NIL	NIL	SHR	0	0	0.20415592193603516	-	tcp	22	71.127.52.28	45430	119.45.57.14	CxpqesLawokZ0TVK8	1.62318770152632e9
121	1	73	1	Dd	0	NIL	T	SF	93	45	0.005610942840576172	dns	udp	53	8.8.8.8	54325	192.168.1.77	CBzkSz3h0VuZ7V2feg	1.623187697134351e9
121	1	73	1	Dd	0	NIL	NIL	SF	93	45	0.005264997482299805	dns	udp	53	8.8.8.8	54325	71.127.52.28	CfETNL1u7qPctZXe3h	1.62318769713455e9
40	1	60	1	Sr	0	T	NIL	REJ	0	0	8.869171142578125e-4	-	tcp	6669	192.168.1.145	55253	86.106.121.220	CQU4uu1MwrAcjHHVEa	1.623187702688951e9
40	1	60	1	Sr	0	NIL	NIL	REJ	0	0	0.0012459754943847656	-	tcp	6669	71.127.52.28	55253	86.106.121.220	CP0ElBg553cIKQ6j3	1.623187702688757e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	8.950233459472656e-4	-	tcp	6669	71.127.52.28	50719	14.137.221.114	C3CeoS3bE3clzhQAQ8	1.623187707135724e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	5.109310150146484e-4	-	tcp	6669	192.168.1.145	50719	14.137.221.114	C0WNm32GCihGdl83Za	1.623187707135952e9
40	1	48	1	Sr	0	T	NIL	REJ	0	0	6.811618804931641e-4	-	tcp	6669	192.168.1.145	58710	195.246.120.68	CRtJezyEgTULQ6tA1	1.6231877031383e9
40	1	48	1	Sr	0	NIL	NIL	REJ	0	0	0.0010328292846679688	-	tcp	6669	71.127.52.28	58710	195.246.120.68	CCeWc2CdF70gNEU53	1.623187703138091e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	8.480548858642578e-4	-	tcp	6669	71.127.52.28	50719	14.137.221.114	CUpyP54jJYUJWSqkia	1.623187707875887e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	4.761219024658203e-4	-	tcp	6669	192.168.1.145	50719	14.137.221.114	CakhlL1f6OHTNWPkEh	1.623187707876114e9
192	1	63	1	Dd	0	NIL	T	SF	164	35	0.0067441463470458984	dns	udp	53	8.8.8.8	57375	192.168.1.77	CQeZJt3WSbnEsvHO0j	1.623187698815363e9
192	1	63	1	Dd	0	NIL	NIL	SF	164	35	0.006415128707885742	dns	udp	53	8.8.8.8	57375	71.127.52.28	CRw0OW2rBGYsPmKxR4	1.623187698815532e9
104	2	0	0	^f	0	T	NIL	SHR	0	0	1.361370086669922e-4	-	tcp	22	192.168.1.145	12114	61.177.173.22	Cdb6eK16Lfdh7eYqU1	1.623187704242406e9
114	1	59	1	Dd	0	NIL	T	SF	86	31	0.003862142562866211	dns	udp	53	8.8.8.8	52024	192.168.1.77	CgVXiZ2R9km8SFe7lc	1.623187699276502e9
114	1	59	1	Dd	0	NIL	NIL	SF	86	31	0.003534078598022461	dns	udp	53	8.8.8.8	52024	71.127.52.28	CnLzkr3QOZ2Ar2ywn7	1.62318769927668e9
40	1	60	1	Sr	0	T	NIL	REJ	0	0	3.8695335388183594e-4	-	tcp	6669	192.168.1.145	58335	208.54.227.222	Cr1TsKB5p44kS94Gi	1.623187704424848e9
40	1	60	1	Sr	0	NIL	NIL	REJ	0	0	8.23974609375e-4	-	tcp	6669	71.127.52.28	58335	208.54.227.222	CySYdM2a8W2xtn91S3	1.623187704424586e9
111	1	61	1	Dd	0	NIL	T	SF	83	33	0.005931854248046875	dns	udp	53	8.8.8.8	55448	192.168.1.77	CpEpxx2NUB3j4S5rai	1.623187699475305e9
111	1	61	1	Dd	0	NIL	NIL	SF	83	33	0.005622148513793945	dns	udp	53	8.8.8.8	55448	71.127.52.28	Cy8xxuhUCOeO0yYd5	1.623187699475479e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	0.0011749267578125	-	tcp	6669	71.127.52.28	54182	98.235.8.207	CpINok3voo9NYuZHmb	1.623187708948647e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	7.159709930419922e-4	-	tcp	6669	192.168.1.145	54182	98.235.8.207	C47Q471VpdAr4tQFWe	1.623187708948916e9
153	1	72	1	Dd	0	NIL	T	SF	125	44	0.0032341480255126953	dns	udp	53	8.8.8.8	50977	192.168.1.77	Cc39te4ytG2w70fkN1	1.623187699490583e9
153	1	72	1	Dd	0	NIL	NIL	SF	125	44	0.0029108524322509766	dns	udp	53	8.8.8.8	50977	71.127.52.28	COI8N22un4WAcL8zn4	1.62318769949076e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	7.879734039306641e-4	-	tcp	6669	71.127.52.28	54182	98.235.8.207	CSLUAdYXpIDNJg5mj	1.623187709487349e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	4.2891502380371094e-4	-	tcp	6669	192.168.1.145	54182	98.235.8.207	CKGfHsi95u4HvuMaf	1.623187709487546e9
0	0	40	1	S	0	NIL	NIL	S0	-	-	-	-	tcp	22000	71.127.52.28	44857	89.248.165.245	CPs2BfWlTOOfcf6rc	1.623187705158058e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	8.800029754638672e-4	-	tcp	6669	71.127.52.28	54182	98.235.8.207	C77iWz44GdP8CN37e4	1.62318771001825e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	5.350112915039063e-4	-	tcp	6669	192.168.1.145	54182	98.235.8.207	CI0FeVybz265p1ZC9	1.623187710018438e9
40	1	52	1	Sr	0	NIL	NIL	REJ	0	0	8.051395416259766e-4	-	tcp	6669	71.127.52.28	54182	98.235.8.207	C80ZNk37XXfH0lKN0b	1.62318771055015e9
40	1	52	1	Sr	0	T	NIL	REJ	0	0	4.379749298095703e-4	-	tcp	6669	192.168.1.145	54182	98.235.8.207	C7q9Bp39Vcmv30cjbk	1.623187710550366e9
